cervix_area,os_area,walls_area,speculum_area,artifacts_area,cervix_artifacts_area,os_artifacts_area,walls_artifacts_area,speculum_artifacts_area,cervix_specularities_area,os_specularities_area,walls_specularities_area,speculum_specularities_area,specularities_area,area_h_max_diff,rgb_cervix_r_mean,rgb_cervix_r_std,rgb_cervix_r_mean_minus_std,rgb_cervix_r_mean_plus_std,rgb_cervix_g_mean,rgb_cervix_g_std,rgb_cervix_g_mean_minus_std,rgb_cervix_g_mean_plus_std,rgb_cervix_b_mean,rgb_cervix_b_std,rgb_cervix_b_mean_minus_std,rgb_cervix_b_mean_plus_std,rgb_total_r_mean,rgb_total_r_std,rgb_total_r_mean_minus_std,rgb_total_r_mean_plus_std,rgb_total_g_mean,rgb_total_g_std,rgb_total_g_mean_minus_std,rgb_total_g_mean_plus_std,rgb_total_b_mean,rgb_total_b_std,rgb_total_b_mean_minus_std,rgb_total_b_mean_plus_std,hsv_cervix_h_mean,hsv_cervix_h_std,hsv_cervix_s_mean,hsv_cervix_s_std,hsv_cervix_v_mean,hsv_cervix_v_std,hsv_total_h_mean,hsv_total_h_std,hsv_total_s_mean,hsv_total_s_std,hsv_total_v_mean,hsv_total_v_std,fit_cervix_hull_rate,fit_cervix_hull_total,fit_cervix_bbox_rate,fit_cervix_bbox_total,fit_circle_rate,fit_circle_total,fit_ellipse_rate,fit_ellipse_total,fit_ellipse_goodness,dist_to_center_cervix,dist_to_center_os,consensus
1.0,0.344646643924,0.00307978843967,0.0475217077917,0.288215581589,0.17858494299000002,0.0165638804453,0.0,0.0434998328882,0.010149380358,0.000133237527713,0.0,0.0,0.085833120831,0.0249069357367,0.263560375654,37.5944577459,15.7850211066,21.8094366392,53.3794788525,109.91844462200001,38.7354207211,71.1830239007,148.65386534299998,55.0296178062,22.1603304048,32.8692874013,77.189948211,38.56136731,38.1190589148,0.442308395172,76.6804262247,95.1097546042,51.5650522154,43.544702388800005,146.67480682,48.808474358299996,40.765227547600006,8.043246810779998,89.57370190589998,5.01462751755,2.99194386167,167.952779995,25.8131634487,109.91944666100001,38.733740507,5.09080063872,2.93664998186,159.486915899,38.4372937241,95.1238887392,51.5830294622,0.923066594386,0.373371375392,0.8444538180709998,0.408129653213,0.603399079731,0.571175289293,0.962995322074,0.357890257641,85.4743112545,0.265933124525,0.346293520553
0.0,0.165329348089,0.0,0.0482355966485,0.504735892937,0.50278296002,0.0070123156653,0.0,0.0974045109204,0.973837317096,0.00405511823888,0.0,0.0,0.0549992392336,0.0284305201803,0.0,59.505882136000004,24.3618774268,35.144004709200004,83.8677595628,122.36607538,44.7424068576,77.62366852229998,167.108482237,78.05843413479998,30.8187285553,47.2397055795,108.87716269,54.9324671826,39.4474153189,15.485051863699999,94.37988250149999,101.680458954,46.0288519975,55.6516069563,147.709310951,63.2189306181,43.925911883199994,19.293018735,107.144842501,4.94438188794,2.9651080245,130.26049196,24.1438674524,122.366646998,44.7439317392,5.08006334972,2.89416256282,128.251977616,33.0006930452,101.72551858799999,46.093510497,0.850860592535,0.19430838558,0.646644677484,0.255672634208,0.497315365492,0.332443675706,0.894624936297,0.184802973158,124.794128733,1.0,0.283059065005
0.0,0.457010481015,0.00168118334716,0.242887859003,0.21285945951699997,0.0,0.0,0.0,0.0,0.0,0.00175571277825,0.0,0.0,0.0830554993753,0.0185914233934,0.269797542433,39.3538507802,19.4173320398,19.9365187404,58.77118282,109.54338601399999,49.7534903329,59.7898956807,159.296876346,54.6428881687,27.7819646867,26.860923481900002,82.4248528554,41.2422303585,34.1963557306,7.045874627989999,75.4385860891,109.59234179100001,57.576639909700006,52.015701881000005,167.1689817,53.470240865,38.3443907705,15.1258500945,91.81463163549999,5.04994600408,2.98396615168,163.57697885,24.973041630100003,109.54420127600001,49.7536589822,5.07893624779,2.96802306455,162.268658773,33.5907919879,109.597126641,57.58451510810001,0.9185143308960002,0.497554001763,0.747442600368,0.611432210031,0.633924512845,0.7209225574250001,0.920286628238,0.49659580721,94.9486970932,0.518739790716,0.419375124606
1.0,0.513243865826,0.00571102681864,0.213780870156,0.251819183051,0.0797951265636,0.0,0.0,0.0175944616174,0.007207764089499999,0.00128836626316,0.0,0.000315038187851,0.0,0.000728595219436,0.107021600812,46.3223913846,17.7119573711,28.6104340135,64.0343487557,116.075086666,43.5931244958,72.4819621702,159.668211162,51.4309233647,18.5730163828,32.8579069819,70.0039397474,40.365564998,17.2590870268,23.1064779712,57.62465202479999,102.641858714,38.6069954699,64.0348632438,141.248854184,50.8052048638,18.0721009812,32.733103882600005,68.8773058451,5.17765422047,2.96921404681,156.242754012,25.49937913,116.081769772,43.58267107819999,5.07187900764,2.90900196418,158.343945925,28.2739276352,102.648278311,38.598299985,0.951710016606,0.539285976685,0.855409061728,0.599998163205,0.618139715459,0.8303039798139998,0.964610846842,0.532073496277,74.22167020259998,0.347202216044,0.36167198655
1.0,0.390319467815,0.00945411422798,0.272883628373,0.373487225513,0.0,0.0,0.0,0.0,0.0,0.00019604737247599997,0.0,0.000303865332445,0.0714415436347,0.0267590370298,0.442831491224,37.5529789651,14.4549745201,23.098004445,52.007953485200005,101.044905793,37.171973422600004,63.8729323708,138.216879216,53.9716714325,17.5916689007,36.380002531799995,71.5633403332,40.7172285217,38.8106989207,1.9065296011,79.5279274424,97.4461849775,48.1062526456,49.339932331899995,145.552437623,51.7330035266,39.866956432399995,11.8660470942,91.5999599591,4.97853365383,2.96468548255,158.160578166,30.308891394499998,101.050710956,37.163383494,5.0515865779,2.92353987743,157.131407352,39.439641776,97.45730370790001,48.1257469419,0.955995741727,0.40828578076,0.882989806355,0.442043005486,0.623938380205,0.625573742854,0.95760408636,0.407600044083,61.5465355553,0.437851921322,0.673195750808
1.0,0.553354263188,0.009471761863050002,0.0943145082288,0.0,0.0,0.0,0.0,0.0,0.0,0.00547698176108,0.0,0.0,0.0,0.0030307112069,0.362116143472,38.852383345,21.540482677800004,17.3119006672,60.3928660229,102.91098276700001,37.274137921,65.6368448465,140.18512068799998,52.2947860704,24.432822976999997,27.8619630934,76.7276090474,36.1490160903,18.2441212552,17.9048948351,54.3931373455,96.2688057161,34.8064572005,61.462348515600006,131.075262917,46.8829533209,21.687667046199998,25.1952862747,68.5706203671,5.04867359397,2.97062446584,160.620354368,29.441813508499997,102.914963752,37.2818816186,5.08343661438,2.96194172305,162.336182406,28.4463490289,96.2715639694,34.810869429099995,0.981534724154,0.563764326998,0.788692498183,0.701609644397,0.7356470044909998,0.7522007971359999,0.994046877711,0.55666817692,42.3385530239,0.558538696361,0.310021227798
1.0,0.543617702763,0.00592724036127,0.329240978817,0.0868466653413,0.0528305486086,0.0971832748272,0.000287610664279,0.0,0.0,0.00328873300214,0.0,0.0,0.0,0.00178781347962,0.18233164633,44.938588554,20.6854910798,24.2530974742,65.6240796337,114.443660745,45.9531619629,68.490498782,160.396822708,61.6609247405,26.731020851599997,34.9299038888,88.39194559209999,37.5836323227,18.451690885999998,19.1319414367,56.0353232087,89.4781176528,45.2566290776,44.2214885753,134.73474673,47.608713753900005,25.8618849412,21.7468288127,73.47059869509998,5.00945149471,2.95660792392,153.064007958,30.3795265913,114.495804553,45.8807214795,5.1018947855,2.89737897104,148.322293177,32.2072508745,89.52902747839998,45.206131597200006,0.952911357136,0.570480872845,0.7796627340790001,0.697247257053,0.711557680727,0.7639826221919997,0.987361532807,0.550576141262,56.5340534409,0.292184922897,0.269307551762
1.0,0.510725932467,0.0107236514806,0.11322665037799999,0.211888947634,0.08425929394089998,0.162904959915,0.294736865674,0.0,0.0,0.0064436199066,0.0239798220209,0.0,0.0,0.00329092378527,0.276559437701,39.9015282066,26.3587153941,13.5428128125,66.2602436007,100.27244441299999,57.9670979457,42.305346466799996,158.239542358,53.924241880299995,32.2592271781,21.665014702199997,86.1834690583,37.187056108,20.9384403674,16.2486157406,58.1254964753,89.83951618829998,47.2204095922,42.619106596,137.059925781,47.0818077733,26.4564215557,20.6253862176,73.5382293291,5.03291773175,2.91957971047,151.139985879,37.8360713708,100.308220244,57.9439706557,5.09229591585,2.90965351011,150.666043177,33.7848931244,89.86563234719999,47.2022026525,0.938775604327,0.544034090909,0.8178665493179998,0.624461206897,0.652148814343,0.783143235463,0.96913468411,0.526991697688,73.7468364824,0.415107061954,0.337638926981
1.0,0.512959762912,0.0176493638208,0.251530554179,0.178131314732,0.0,0.0,0.0,0.0,0.0,0.0078180304213,0.002081428758,0.0,0.292037851296,0.05603142143419999,0.128039281267,52.675531059099995,27.4988105446,25.176720514499998,80.1743416038,90.1616147773,36.6701510264,53.4914637509,126.831765804,82.2306450171,29.5946138517,52.6360311654,111.825258869,65.7499663254,51.2810121825,14.468954143,117.03097850799999,100.191305226,56.050782555,44.1405226713,156.242087781,76.45003306229998,35.218126991999995,41.2319060703,111.668160054,4.38398494119,2.88661992081,111.68865782799999,30.363056953,92.2954029495,35.4176535621,4.68854611665,2.69310052685,110.72914625799999,33.1089429361,101.40023755899999,55.343796905299996,0.9830818405570002,0.521787446121,0.8620255288,0.59506330819,0.7855657512789997,0.652981322157,1.00678586037,0.509502351097,39.771961093099996,0.365340420176,0.461573698425
1.0,0.56502110273,0.0101296104747,0.340475427289,0.0330074643494,0.0,0.0,0.0,0.0,0.0,0.0007747841530809998,0.0,0.0,0.108142336308,0.0040072737069,0.0922982205716,36.755535714299995,15.3990373352,21.3564983791,52.15457304939999,126.53859307399999,26.4548763042,100.08371676899999,152.993469378,53.963468614700005,13.9852118048,39.97825681,67.9486804195,35.1650574304,20.0921787772,15.0728786532,55.257236207700004,116.176010849,34.1464126518,82.02959819749998,150.322423501,48.989726195100005,20.498175035,28.4915511602,69.4879012301,5.0372360594,3.02712653426,182.36316017299998,21.289172653399998,126.538712121,26.4548873803,5.06579055083,3.01721402038,180.45647102799998,23.979877710100002,116.176901695,34.149647009,0.937471598316,0.602707435345,0.827041454941,0.683183532524,0.609441583307,0.927112816397,0.97333938042,0.58049752645,100.080223654,0.275810260803,0.295973230281
1.0,0.293491288071,0.00237178212782,0.0,0.43024029116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459511433807,0.0197700333072,0.159567302788,35.0182843117,13.142112660599999,21.8761716511,48.16039697229999,111.874360361,34.6304308009,77.2439295602,146.504791162,53.1341681574,17.422003971800002,35.7121641856,70.55617212919998,39.493213043699996,36.3541261277,3.13908691598,75.84733917139998,111.43433152899999,54.2053481158,57.2289834134,165.639679645,52.3842054026,37.3292574886,15.054947914000001,89.7134628912,4.99709551063,3.03655233252,174.57921121599998,19.6578250097,111.874360361,34.6304308009,5.04225801901,3.00489016464,170.339969264,33.7070600079,111.440842966,54.222390121800004,0.982553474794,0.298702610697,0.7813804276989998,0.375606142241,0.791021327052,0.371028287145,0.987838252013,0.297104599334,46.050750159399996,0.361524163676,0.37673646691299995
1.0,0.489216406586,0.00347750850928,0.1719653751,0.0579018546584,0.0,0.0,0.0,0.0,0.0,0.000181470629144,0.0,0.0,0.08633821591119999,0.00508792123824,0.188712742816,34.2271858248,15.724485893499999,18.5026999313,49.9516717183,80.7713521686,44.435675688500005,36.335676480100005,125.20702785700001,44.1582028565,23.164600257600004,20.9936025989,67.3228031142,33.0523057896,21.7021541389,11.350151650699999,54.7544599284,76.52584063969998,43.3329013348,33.1929393049,119.858741974,41.5623071366,26.4918972181,15.0704099185,68.0542043546,5.099919942,2.8702961208099995,144.120696765,36.2937251565,80.8293950792,44.3773525147,5.1050223515,2.8766319081,146.171617849,36.904856274400004,76.5634826851,43.3057753273,0.953806287921,0.512909605212,0.8141087368999999,0.60092268319,0.557192305467,0.878002804034,0.977690542238,0.500379604232,113.944121329,0.163825409672,0.224643618052
0.0,0.203493295339,0.0,0.0512563435445,0.301395807882,0.12134541488,0.00767602583485,0.0,0.368240506999,0.00573684177193,0.08307384151369998,0.0,0.041389956796,2.03143134134e-05,0.01902919279,0.0,166.135820246,44.301780151,121.834040095,210.437600397,225.524216652,55.7566598184,169.767556834,281.280876471,48.600743974,22.0760673966,26.5246765773,70.67681137060002,63.045922928100005,71.86977637310001,-8.82385344502,134.91569930100002,92.7503704203,99.5700239009,-6.81965348065,192.32039432099998,15.9941589929,23.4684203598,-7.47426136689,39.4625793528,5.93140544617,3.10488323812,203.678306259,19.8768703866,225.524471643,55.7557033443,5.46916825285,2.31699070485,153.61791915700002,107.034689052,92.76278409090003,99.5586814634,0.839317986342,0.242450773903,0.705276454985,0.288529829545,0.581106357811,0.350182531311,0.8875873720789998,0.229265649491,68.1189339554,1.0,0.388044342769
0.0,0.446503295186,0.00739365078908,0.234095999293,0.0888844509689,0.0,0.0,0.0,0.0,0.0,0.00172091101138,0.0,0.0,0.0,0.000768392437304,0.292822318257,37.398962525,16.1701468022,21.2288157228,53.5691093272,66.4871889628,22.4663016925,44.020887270299994,88.9534906552,42.562310092800004,16.664261891600002,25.898048201199998,59.226571984399996,35.566608297399995,14.3109552698,21.2556530276,49.8775635672,62.4674642437,23.6454132414,38.822051002399995,86.1128774851,41.9674673051,18.0913711914,23.876096113699997,60.0588384964,5.09857973271,2.8196407661,119.47082614799999,35.8614215847,66.5833607073,22.374344068699997,5.08541892479,2.7321030562,118.824059561,36.8208347717,62.7938626567,23.3650221787,0.972755274795,0.459008865596,0.8316397559139997,0.536895082288,0.702655298359,0.635451403026,1.00112555095,0.446001298002,67.46638154600001,0.127936343383,0.24992121553
1.0,0.29849447665,0.0,0.0,0.431679521828,0.08549101483269998,0.144720082362,0.0,0.0,0.00277884616187,0.009747070618149998,0.0,0.0,0.0884755517103,0.0411044034091,0.0,98.50882575530001,36.1340882151,62.3747375401,134.64291397,147.12889897899998,56.4836116928,90.6452872866,203.612510672,40.0311713812,22.8039710982,17.2272002831,62.8351424794,60.3913076754,59.701285635699996,0.690022039611,120.092593311,95.4084510923,81.39395472159998,14.0144963707,176.80240581400002,24.6631532866,44.434813143599996,-19.7716598569,69.0979664302,5.81877379358,3.0660980009,188.024544395,30.5809690971,147.148943568,56.48305868600001,5.56060453221,2.66832909547,176.941341962,90.9343155786,95.447020719,81.42715865719998,0.966151859025,0.308951924961,0.776610581788,0.384355407524,0.61894415952,0.482263984657,0.977327290233,0.305419156544,111.77570864399999,1.0,0.518495684241
1.0,0.464814013135,0.0114226659022,0.0592589577955,0.378576263235,0.121139837939,0.12480712008400001,0.000709423349172,0.0385779490327,0.020508383027,0.00588799817179,0.000457183936133,0.0,0.0411113295324,0.0183005975705,0.0892664378706,30.9001991417,24.0128399319,6.88735920978,54.9130390735,74.5501961841,40.490662855500005,34.059533328600004,115.04085904,59.942853575,32.8201987508,27.1226548242,92.7630523258,44.071172732200004,39.8428462505,4.2283264817,83.9140189826,88.01174936319998,51.022366801400004,36.9893825618,139.034116165,52.68593260189999,38.3649464183,14.320986183599999,91.0508790202,4.54549571814,2.81693303764,153.837039033,41.7695699285,76.87174751729998,38.8743312344,4.9059850734,2.68439308344,155.15402441700002,44.183889224,89.1252479673,50.14705234229999,0.9098411210120002,0.510873824451,0.793635032666,0.585677287422,0.698090731295,0.665836104531,0.964333352013,0.482005534875,89.2397894853,0.465796495892,0.507694219937
0.0,0.407628136237,0.00691967372764,0.12187051005699999,0.338940695302,0.0,0.0,0.0,0.0,0.0,0.0012616953103,0.0,0.0,0.00296250770114,0.0015184169279,0.19536515462,20.953666709100002,13.418204776,7.535461933179999,34.3718714851,52.588824839,21.799189599899996,30.789635239099997,74.3880144389,32.6615593352,14.536996891800001,18.1245624434,47.1985562271,21.906531641799997,20.5053084127,1.40122322915,42.4118400545,45.5364634355,27.547184718,17.9892787176,73.08364815349998,27.6332472081,16.262777022,11.370470185999999,43.896024230100004,4.89597325356,2.85087285615,154.352968074,45.4396897109,52.6975480312,21.6928630383,4.9889554805,2.7269788316,147.255819578,49.386690594899996,45.9347080721,27.7883575043,0.957826571359,0.425576141262,0.844972690569,0.482415752351,0.692366198275,0.588746442637,0.9912984110730002,0.411206284287,54.286362832600005,0.36539431939000006,0.224893945317
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.81651645768e-05,0.0,5.81651645768e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40325908601,10.6069669499,-5.2037078639,16.0102260359,26.2334841546,24.7519292022,1.4815549523700002,50.9854133568,7.77372220317,12.956206953699999,-5.18248475056,20.7299291569,3.14159265359,0.0,0.0,0.0,0.0,0.0,5.1597518924,2.93888871369,224.67702720900002,43.9174961768,26.252130681799997,24.7368669909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.430444151358,0.540775665184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00445923222555,0.0,0.00191945043103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.553649711,57.141997529399994,9.4116521816,123.69564724,110.57811581600001,94.5474645366,16.0306512794,205.125580353,35.97397261950001,32.0227166607,3.9512559588,67.9966892802,3.14159265359,0.0,0.0,0.0,0.0,0.0,5.712495830549999,2.99140717888,171.668262637,42.0130554531,110.600634919,94.5242044582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
1.0,0.817622232082,0.0105684243231,0.0644692239651,0.0822116040284,0.0,0.0,0.0,0.0,0.0,0.00402124885039,0.0,0.0,0.0,0.00328786246082,0.310875587697,34.2062689548,18.77839463,15.4278743247,52.984663584799996,139.049066425,44.1524739016,94.89659252370001,183.201540327,50.573390224099995,20.2304075166,30.3429827075,70.80379774070002,33.1414576803,17.5019575221,15.639500158199999,50.6434152023,125.43578565799999,49.665730547799996,75.77005511049998,175.10151620599999,45.52549471,21.5325562212,23.9929384888,67.0580509312,5.09035160144,3.03038233903,191.420835935,25.5080318507,139.050020007,44.1549086612,5.14403824436,2.98652158466,188.137428977,26.719285725,125.437757151,49.665875442600004,0.993262033014,0.823168715713,0.828806409483,0.986505681818,0.578521429842,1.41329636191,1.01747547694,0.8035793005489998,224.792333847,0.359714269135,0.491218574356
0.0,0.280018855358,0.00361159452025,0.207259756861,0.26302990926,0.0862220711168,0.0011676837310899998,0.0,0.0095942035802,0.0109988390518,0.0,0.0,0.0,0.00372438186671,0.000979623824451,0.628277770678,19.3515364316,8.05426385281,11.297272578800001,27.4058002845,39.2219702091,9.29065481669,29.9313153925,48.5126250258,26.7634287833,6.74187411875,20.0215546645,33.505302902,20.4334529291,13.110659265899999,7.322793663139999,33.544112195,40.0225282866,20.099398285,19.923130001700002,60.1219265716,26.355067716500002,14.5014609668,11.8536067497,40.8565286833,4.88860599256,2.81494544391,133.518068611,44.692151674099996,39.3765729614,9.140706774080002,4.98347408349,2.76024276003,131.724569578,46.5629712115,40.2342096885,20.0016732158,0.869385994142,0.322088068182,0.7427152490799998,0.377020474138,0.485340566953,0.576953328084,0.906512583528,0.308896821121,182.02167688,0.326971803,0.620119584051
1.0,0.798322826388,0.00322004512032,0.0,0.252940900351,0.0,0.0,0.0,0.0,0.0,6.13551180094e-05,0.0,0.0,0.0,4.89811912226e-05,0.24410126180999997,4.7043249705,7.853218450980001,-3.14889348048,12.5575434215,23.5102453677,18.5465661748,4.96367919298,42.0568115425,6.66287989088,8.81907196556,-2.15619207468,15.4819518564,4.83474970611,7.733564747130001,-2.89881504102,12.5683144532,23.5636786099,18.6262790079,4.93739960196,42.1899576179,6.78471235795,8.777595329169998,-1.99288297122,15.5623076871,5.05681200844,2.77970690653,202.51603856,75.5017963286,23.5478934543,18.5073426889,5.06991657295,2.7925580951200004,204.177204766,72.85737307249998,23.600582876199997,18.5888953919,0.994773700162,0.802517020964,0.856694473952,0.9318641016850001,0.545465129576,1.46356344907,0.999980601332,0.7983383130879999,363.091010301,0.286860010853,0.477729162856
1.0,0.8616450020939997,0.00966027942329,0.0445051507084,0.07914075945819998,0.0,0.0,0.0,0.0,0.0,0.000515168131163,0.0,0.0,0.0,0.000443892045455,0.0803298357864,16.1912063334,18.8423545646,-2.65114823122,35.0335608981,71.6650418915,45.409309629700005,26.2557322618,117.074351521,20.9575049702,22.2436786248,-1.28617365459,43.201183594899994,14.0999767339,18.2713358597,-4.17135912572,32.3713125936,63.668783062299994,46.7420030159,16.9267800464,110.41078607799999,18.1699892241,21.8046310532,-3.6346418290199995,39.9746202773,5.155341991,2.96242018065,214.470700795,43.3165239216,71.6714037205,45.4046204696,5.16892851498,2.97152224741,218.534972571,42.6148791002,63.6756557357,46.7372986255,1.0004141172,0.861288327782,0.922470756477,0.934062132641,0.613086759031,1.40542099369,1.03783359871,0.830234252547,229.598170807,0.351230218726,0.345415014481
0.0,1.0,0.00460095455698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.121424373041,1.65262233053,3.08230384619,-1.42968151567,4.73492617672,11.416324818800001,6.84246695414,4.57385786463,18.2587917729,2.02445079839,3.4401091335400005,-1.41565833515,5.46455993193,1.65262233053,3.08230384619,-1.42968151567,4.73492617672,11.416324818800001,6.84246695414,4.57385786463,18.2587917729,2.02445079839,3.4401091335400005,-1.41565833515,5.46455993193,5.15255319051,2.8647413221499995,227.00574610599998,55.9897536355,11.471514375999998,6.81260760976,5.15255319051,2.8647413221499995,227.00574610599998,55.9897536355,11.471514375999998,6.81260760976,1.00719034052,0.992860991379,1.00358537462,0.996427434365,0.556931432516,1.79555317157,1.06270373672,0.9409960325240002,356.7923782810001,0.284575649563,0.402562573838
